Compensation,Address,Title,Employment Type,URL,Description 
0BR,VILLE SAINT LAURENT,2775 MODUGNO,,https://montreal.craigslist.ca/apa/d/2775-modugno/6322233488.html,"BACHELOR APARTMENT AVAILABLE OCTOBER.
INCLUDES HEAT, HOT WATER, STOVE AND FRIDGE. 
ALEX 
 

CALL BLUMA 
 
 EXT.211

VISIT WWW.LAMEER.CA FOR OTHER LISTINGS AND PICTURES"
1BR,VILLE SAINT LAURENT,245-265 AUTHIER,,https://montreal.craigslist.ca/apa/d/authier/6322205699.html,"UNE CHAMBRE A COUCHER DISPONIBLE POUR IMMEDIATEMENT.
LE LOYER INCLUS CHAUFFAGE, L'EAU CHAUDE, FRIGO ET CUISINIERE.

CONTACTEZ POUR UNE VISITE.
FRANK 
 
."
2BR,PIERREFONDS,18104 PIERREFONDS BOUL.,,https://montreal.craigslist.ca/apa/d/18104-pierrefonds-boul/6322241523.html,"DEUX CHAMBRES A COUCHER POUR IMMEDIATEMENT.
TWO BEDROOM APARTMENT NOW.
PROCHE DE ST. CHARLES.
CLOSE TO ST. CHARLES.
EXTREMMEMENT GRAND ESPACE POUR ENTREPOSAGE.
HUGE STORAGE SPACE IN APTS.
LOCATAIRE PAIE TOUT UTILITES.
TENANT PAYS ALL UTILITIES.
SORTIES POUR SECHEUSE ET LAVEUSE.
WASHER/DRYER HOOK-UPS IN APT.

PIERRE 
 
.
VISITEZ WWW.LAMEER.CA POUR D'AUTRES PHOTOS ET LOCATIONS"
1BR,VILLE SAINT LAURENT,1900 WARD,,https://montreal.craigslist.ca/apa/d/1900-ward/6322214362.html,"UNE CHAMBRE A COUCHER. DISPONIBLE IMMEDIATEMENT. 
LE LOYER INCLUS CHAUFFAGE, L'EAU CHAUDE, FRIGO ET CUISINIERE.
CONTACTEZ FRANK POUR VISITER 
 

OU LAYLA 
 
 EXT. 205

VISITEZ WWW.LAMEER.CA POUR D'AUTRES PHOTOS ET LOCATIONS."
1BR,VILLE SAINT LAURENT,2775 MODUGNO,,https://montreal.craigslist.ca/apa/d/2775-modugno/6322218482.html,"ONE BEDROOM APARTMENT AVAILABLE FOR OCTOBER.
INCLUDES HEAT, HOT WATER, STOVE AND FRIDGE. 
ALETH OR NORI 
 

CALL BLUMA 
 
 EXT.211

VISIT WWW.LAMEER.CA FOR OTHER LISTINGS AND PICTURES"
1BR,2505 Unit CARNIVAL PETERSON,1 bed + Den CARNIVAL Peterson - South,601,https://montreal.craigslist.ca/apa/d/1-bed-den-carnival-peterson/6326082917.html,"Very bright 1 bedroom at Le Peterson condo in Quartier des Spectacles.

CARNIVAL Unit offer an incredible and functional layout at Le Peterson on the 26th floor facing South

Incredible 1 bedroom + den giving you space for a private office with view of the Montreal skyline, Jacques Cartier Bridge, Place Ville Marie and the St Laurent River.

Enjoy the summer fireworks and feel the energy of the Quartier des Spectacles from your private balcony.

Convenient location for easy living in downtown Montreal area located at Place des Arts (Quartier des Spectacles)

Amenities:

Ground floor lounge (piano lounge, game room)
Fitness center (climbing wall, yoga studio, gym, 3-storey high terrace)
Breathtaking view of Montreal skyline on 28th floor

Unit:

High end quality interior design
Big Eco friendly features
Central Air Conditioning
Wood flooring and ceramic tiles
Walk in closets
Concierge service (security camera, 24 hour secure valet parking)
Controlled access to the building
High quality finishes, modern and comfortable.
Located between Mc Gill University, Place des Arts (quartier des Spectacles) Ste Catherine, Walking distance to McGill University and Concordia.

Everything is steps away from this ideal location!

Rent:
1 bedroom from $1,650 to $1,900
2 bedroom from $2,600 to $3,300
Utilities and Internet/Cable are NOT included
Parking is extra $275
12 months minimum
Credit score required, no smoker

Others condos for rent/sale at http://kondos.ca/en/projects-rent/

Call me or text me."
,,4 1/2 Units on Talleyrand in Brossard (2 floor town houses),,https://montreal.craigslist.ca/apa/d/4-1-2-units-on-talleyrand-in/6325893205.html,"4 1/2 Units on Talleyrand in Brossard (2 floor town houses)

1855 Talleyrand, Brossard. Beautiful renovated units. Right behind Place Portobello Shopping Center.

$775.00 per month/ One Month Free on selected units
Included: Fridge/Stove/ 1 Parking spot.
Excluded: Electricity/heat/water tax/Hot water reservoir
Laundry room located in the building.

Near School & Park. Bus 14 & 49 in front of our Building. Takes you directly to Downtown Montreal.

Please email us for more information or call 
 

You can also visit our Website at http://www.goldenequity.ca"
1BR,Loyola,3 1/2 October 1st-NDG Loyola,,https://montreal.craigslist.ca/apa/d/3-1-2-october-1st-ndg-loyola/6324957946.html,"First floor, price in special $635, large apartment, full renovated, balcony, fridge and stove, heating not included, hot water included, 10 minutes walking from Concordia University-Loyola Campus, bus 51 to go to Montreal University. 
Call Andreea: 
 
 or Doni"
2BR,SNOWDON adjacent HAMPSTEAD west MONTREAL,SNOWDON adj HAMPSTEAD 5 1/2+ALCOVE*FORMAL DINING*INT PARKING*LAUNDRY,,https://montreal.craigslist.ca/apa/d/snowdon-adj-hampstead-5-1/6287364038.html,"SNOWDON adjacent HAMPSTEAD

5 1/2 LOWER DUPLEX*2-BEDROOM + ALCOVE*HARDWOOD*HIGH CEILINGS
FORMAL DINING & LIVING ROOM (OPEN CONCEPT)
RENOVATED KITCHEN & BATH*TERRACE BALCONY
LAUNDRY ROOM & STORAGE*INDOOR PARKING

•	Lower duplex, 5 ½ rooms with direct access to laundry/storage room in basement. Washer/dryer hookups.
•	Two spacious bedrooms
•	Formal dining room with built-in oak china cabinets
•	Large living room 14.5 ft x 14.5 ft. (open concept: living & dining room)
•	Renovated eat-in kitchen
•	Alcove: can be used for office space, reading/entertainment area. (8'8"" x 5'3"")
•	Hardwood floors, high ceilings, woodwork, oak doors and moldings. 
•	Beautiful back balcony: 17' x 10' off of kitchen overlooking huge back yard.  
•	Centrally located near all amenities, buses, metro (within walking distance), schools, shopping malls, restaurants, parks, libraries, hospitals. Few minutes from downtown, St. Laurent and West Island. 
•	No pets
•	No smoking
•	Utilities not included
This spacious lovely lower duplex is very distinctive with oak doors and moldings

Call:"
2BR,3450 Rue Drummond,"4 1/2 - Downtown - gym, pool, courtyard & waterfall",,https://montreal.craigslist.ca/apa/d/4-1-2-downtown-gym-pool/6287133791.html,"Le Parc is a high rise building that offers luxurious fully furnished studio & one bedroom elegant apartments.
Located in Downtown Montreal on the Golden Square Mile within walking distance to the Mount-Royal Mountain, McGill & Concordia Universities, bus & metro stations, shopping malls & hotels.
Our fully furnished apartments (31 night minimum rental) include everything you will need during your short stay in Montreal, just move in with your suitcases!
 




















For more information please call .
Or visit .
 

*Conditions may apply.
*Photos, availability, pricing may vary depending on season and availability.
 
----
 


Le Parc offre de luxueux studio et d'élégants 3 1/2 entièrement meublés.
Situé au cœur du centre-ville de Montréal sur le carré « Golden Square Mile » et à distance de marche de la montagne du Mont-Royal, des universités McGill et Concordia, de plus d'une station d'autobus et de métro, de centres commerciaux et d'hôtels.
Nos appartements entièrement meublés (location minimale de 31 nuits) incluent tout ce dont vous aurez besoins durant votre séjour à Montréal, vous n'avez qu'à emménagez avec vos valises.
 


















 

Pour plus d'information, svp appeler le .
U visiter le .
 

*Certaines conditions peuvent s'appliquer.
*Photos, disponibilité, prix peuvent varier selon les saisons."
2BR,4360 rue Rivard`,Lease Transfer Plateau apartment,,https://montreal.craigslist.ca/apa/d/lease-transfer-plateau/6325248798.html,"We are looking to transfer our lease which ends in May 2018
The apartment is a 5 1/2 comes equipped with ...
2 toilets, standup shower
washer, dryer
dishwasher
oven and microwave of course
there is a storage room 
3 balconies and a private rooftop terrace! 
Located steps away from Mont Royal metro, rue st denis and avenue mont royal!
10 minute walk to boulevard saint laurent
7 minute walk to parc lafontaine 
15 minute walk to parc laurier
The apartment is truly charming, we are just looking to downsize."
2BR,Montréal,2Brd  condo facing  UNIVERSITY OF MONTREAL,720,https://montreal.craigslist.ca/apa/d/2brd-condo-facing-university/6325306610.html,"Brand new magnificent condo, modern and bright with a splendid view. Two bedrooms, open concept living, dining room and kitchen. Large balcony, garage & storage. Quality materials and finishes. The Lofts Gatineau Condos, are located facing a Park and University Of Montreal, a few steps from Mont-Royal Park, all services (many open 24 hours), the Côtes des Neiges Metro station and bus transportation.  Ideal neighborhood lifestyle surrounded by trees.  

• 2 bedrooms
• Quartz Kitchen countertops
• Large windows, beautiful view
• 9 foot high ceilings
• Large Balcony facing park 
• Central air conditioning
• Garage and a storage space
• Garage (#13) and a storage space (#1 )
CONTACT GUYLAINE POULIOT  REAL ESTATE BROKER for ROYAL LEPAGE TENDANCE"
1BR,N.D.G.,2410/2420 MADISON,,https://montreal.craigslist.ca/apa/d/madison/6298209237.html,"DISPONIBLE POUR IMMEDIATEMENT .
UNE CHAMBRE A COUCHER. 
INCLUANT CHAUFFAGE, L'EAU CHAUDE , FRIGO, CUISINIERE.
PROCHE DE CAVENDISH.
CONCIERGE SUR PLACE 24/7.
GIOVANNI 
 
.
AVAILABLE FOR NOW OR JULY 1.
ONE CLOSED BEDROOM.
INCLUDES HEAT, HOT WATER, STOVE , FRIDGE.
CLOSE TO CAVENDISH.
SUPERINTENDENT IN BUILDING 24/7.

VISITEZ WWW.LAMEER.CA POUR D'AUTRES LOGEMENTS ET PHOTOS.
VISIT WWW.LAMEER.CA FOR OTHER RENTALS AND PICTURES"
1BR,760 Rue Galt,1 Bed - Verdun - Near De L'Église Metro - Renovated,,https://montreal.craigslist.ca/apa/d/1-bed-verdun-near-de-lglise/6298190244.html,"Located in the Verdun neighbourhood, these four-storey buildings offer bachelor, one and two bedroom floor plans and are within walking distance to public transit, St. Lawrence River, parks, and the Verdun Auditorium & Denis-Savard Arena. 
Restaurants, cafes, and pubs can also be found conveniently nearby.

This apartment includes:
+ Engineered flooring
+ Kitchen appliances
+ Stove and refrigerator 
+ Tiled bathroom 
+ Modern light fixtures 

Heating and hot water are included in the rent. 

For more information, call 
 
.
Contact us by e-mail at 
 


Visit our website: akeliusmontreal.ca"
1BR,Rosemont,Très Beau 3 1/2 rénové a Rosemont Devant Le Parc,700,https://montreal.craigslist.ca/apa/d/trs-beaurnov-rosemont-devant/6324992682.html,"3871 Rue Beaubien E H1X 1H4

3 ½ $796

Bel appartement 3 ½ complètement rénové situé près du cégep Rosemont. Ce grand appartement a un salon spacieux, une nouvelle cuisine avec comptoirs en granit (réfrigérateur, cuisinière électrique inclus et lave-vaisselle inclus) et une salle de bain moderne. 

Chauffage et eau chaude inclus. Buanderie disponible dans l'immeuble. 

Pour plus d'informations svp contactez Sylvie 
 


Ou David au 
 
 

Ou visitez notre page Facebook : 
https://www.facebook.com/douekindustries?ref=tn_tnmn

3871 Rue Beaubien E H1X 1H4

3 ½ $796

Beautifully renovated 3 ½ apartment near Rosemont Cegep. The apartment consists of a large bedroom, as well as spacious living/dining areas, and a modern bathroom and kitchen with granite counters (fridge, stove, and dishwasher included) - as well as a large balcony. 

Heat and hot water included. Laundry facilities are available in the building.  

For more information please call/text Sylvie 
 


Or David at 
 
 

(Please no relay messaging)

For other listings and further information check out our Facebook page: 
https://www.facebook.com/douekindustries?ref=tn_tnmn"
3BR,3730 Queen Mary,3 Bed - Queen Mary - HEC - UdeM - First Class - Cote des Neiges - CDN,,https://montreal.craigslist.ca/apa/d/3-bed-queen-mary-hec-udem/6306086550.html,"Located in the Côte-Des-Neiges-Notre-Dame-De-Grâce neighbourhood, these boutique buildings offer one and two bedroom floor plans to choose from and is a short distance to Mount Royal Park and Saint Joseph's Oratory. 
It is conveniently located near restaurants, public transit, grocery stores, and schools (Collège Notre-Dame, Collège International Marie de France, HEC Montréal, Université de Montréal).

This First Class apartment includes: 
+ Renovated kitchen 
+ Stainless steel appliances
+ Refrigerator, dishwasher, oven/stove and microwave
+ Modern light fixtures
+ Hardwood flooring
+ Tiled bathroom 
+ Fresh paint 

Rent includes heating and hot water, 

For more information, call 
 
.
Contact our service center by e-mail at montreal(at)akelius.ca

Visit akeliusmontreal.ca"
1BR,Metro Vendome,Lease Transfer of 3 1/2 - Reduced price - $1100,,https://montreal.craigslist.ca/apa/d/lease-transfer-ofreduced/6324025221.html,"Lease transfer for a spacious 3 1/2 with a large balcony and a beautiful view of Montreal. Available in Westmount from Nov. 1 till July 31 (2018). The original price is $1291 per month but I reduce it to $1100.

Address; 4998 De Maisonneuve Ouest
Rent includes heating, cooling, electricity, fridge, stove, and access to the swimming pool and Sauna.
5 minutes walk from Vendome Metro station. Close to grocery stores and pharmacy

AVAILABLE IMMEDIATELY.

Call me for more info:"
1BR,,ALL INCLUDED apartment in Lasalle,560,https://montreal.craigslist.ca/apa/d/all-included-apartment-in/6285586396.html,"""Contact Admona Management at the Place Thierry today! Perfectly located in Lasalle right off Newman Boulevard steps from public transit, restaurants, shopping and more - Place Thierry is the place for you! Your spacious and bright new home features hardwood parquet flooring new appliances and all inclusive rent, so no need to deal with utilities!

Place Thierry | One Bedroom (3 1/2) Apartment $820 
Rue Thierry & Newman Blvd 


Your Apartment: 
Heat, Hot Water, Electricity, Wi-Fi (entire building)
Freshly painted and move-in ready
Fridge and Stove
Windows with great views


Our Building Offers You: 
Controlled-access lobby + security cameras
Concierge
Gym


The Neighbourhood Offers You: 
Close to public transit
Close to schools
Located in a friendly community
Close to restaurants, shopping, community centres


"""
2BR,St-Laurent,Beautiful 2bedroom condo next to Metro Cote-Vertu,1100,https://montreal.craigslist.ca/apa/d/beautiful-2bedroom-condo-next/6313252445.html,"Spacious 4-1/2 condo a short walk from Cote-Vertu and Vanier.

2-bedroom condo on 2nd floor with private balcony with buzzer system to enter for security.
* Large windows in each bedroom
* Hardwood floors across the condo
* Appliances included
* Open concept living space
* A/C unit
* indoor parking spot
* locker for storage

Excellent transportation from Cote-vertu metro. Access to buses to Laval, West-End and to Gare Montpellier to take the train downtown.

Walking distance to Pharmaprix, Jean Coutu, RBC Bank, Desjardins Bank, Provigo grocery, AMR fruitery, local restaurants and Vanier College and Cegep du St-laurent

1150$/month, utilities excluded. Available immediately. Please contact us at 
 
 for a visit.

--------------------------------------------------------------------------------------------------

Grand condo 4-1/2 à quelques pas du métro Côte-Vertu et Collège Vanier.

Situé au deuxieme étage avec balcon privé. La portière d'entrée est sécurisée avec un système intercom.

Caractéristiques:
**plancher bois franc dans le salon, salle à manger et chambres à coucher.
**Electromenagers inclus
**grandes fenêtres dans chaque chambre à coucher.
** système d'air conditionné installé
** stationnement intérieur inclus
** entreposage / casier

Transports communs très accessibles à partir du métro Côte-Vertu. Plusieurs autobus pour se rendre à l'ouest de Montréal, à Laval et à la gare Mont-Pellier pour se rendre au centre-ville.

À quelques pas des épicerie Provigo, AMR fruiterie et Métro Plus, des pharmacies Pharmaprix et Jean Coutu, des banques RBC Laurentiens et Desjardins, du Collège Vanier et Cégep St-Laurent.

$1150/mois, électricité et chauffage exclus. Disponible immediatement. Veuillez nous joindre au 
 
 pour une visite."
5BR,135 Ave Breton,BEAUTIFUL RENOVATED HOUSE FOR RENT IN LAVAL,,https://montreal.craigslist.ca/apa/d/beautiful-renovated-house-for/6324057814.html,"English translation follows.....................

Français

*** BELLE MAISON RÉNOVÉE À LOUER À LAVAL *** $ 1700
Maison récemment rénovée à louer disponible à partir d'Octomber, comprend 3 + 2 chambres et 2 salles de bains, grand sous-sol fini, arrière-cour et 1 place de stationnement inclus, tout au sol principal et carrelage au sol.
Excellente situation, accès à une grande variété de bonnes écoles, magasins et commerces
Zone très calme et paisible !!!

Maison située:
• 2 min de l'autoroute 15 et 440.
• à 5 min du Centre Bell Laval
• 10 min de Carrefour Laval et à 5 min du Centre Laval.
• À distance de marche de 2 beaux parcs, bibliothèque publique et Proxim
• 2 min à partir d'IGA, Dollarama, Uniprix.
• Cartier et Montmorency Metro sont à 5 min en bus
• 63 et 24 arrêts de bus sont au croisement de l'avenue Breton. et Boulevard Cartier.
• Très près d'une garderie
Veuillez appeler pour prendre rendez-vous au 
 
 ou au 
 



------------------------------------------------------------------------------------------------------------------------------------------------
English:

***BEAUTIFUL RENOVATED HOUSE FOR RENT IN LAVAL***	$1700
Recently renovated house for rent available from Octomber, includes 3+2 bedrooms and 2 bathrooms, big finished basement, backyard and 1 parking spot included, all through main wooden floor and tiles basement floor.
Excellent location, access to a wide variety of good schools, stores and shops
Very quiet and peaceful area!!!

House located:
•	2 min away from the highway 15 and 440.
•	5 min away from Bell Centre Laval
•	10 min from Carrefour Laval and 5 min away from Center Laval.
•	Walking distance from 2 beautiful parks, public library, and Proxim
•	2 min away from IGA, Dollarama, Uniprix.
•	Both Cartier and Montmorency Metro are 5 min by bus
•	63 and 24 bus stops are at the crossing of Breton Ave. and Boulevard Cartier.
•	Very near from a nursery
Please call to make appointment to view at 
 
 or"
4BR,"1036, rang henriette, sint-lin",Madison à louer,,https://montreal.craigslist.ca/apa/d/madison-louer/6324056413.html,"Grand maison à louer immédiat  avec4 chambres, 2 salle de bain,foyer, piscine, grande cours Prise de possession 999/ mois
Pour location rapide."
1BR,N.D.G.,2325  OXFORD,,https://montreal.craigslist.ca/apa/d/2325-oxford/6322138000.html,"UNE CHAMBRE A COUCHER DISPONIBLE POUR IMMEDIATEMENT .
LE LOYER INCLUS CHAUFFAGE , L'EAU CHAUDE, FRIGO ET CUISINIERE.

CONTACTEZ ANGELA POUR VISITER.

 


VISITEZ WWW.LAMEER.CA POUR D'AUTRES LOGEMENTS ET PHOTOS.
VISIT WWW.LAMEER.CA FOR OTHER RENTALS AND PICTURES."
1BR,,ALL INCLUDED apartment - Appartement TOUS inclus- MUST SEE Not $,560,https://montreal.craigslist.ca/apa/d/all-included-apartment/6285463750.html,"Contact Admona Management at the Place Thierry today! Perfectly located in Lasalle right off Newman Boulevard steps from public transit, restaurants, shopping and more - Place Thierry is the place for you! Your spacious and bright new home features hardwood parquet flooring new appliances and all inclusive rent, so no need to deal with utilities!

Place Thierry | One Bedroom (3 1/2) Apartment $820 
Rue Thierry & Newman Blvd 


Your Apartment: 
	•	Heat, Hot Water, Electricity, Wi-Fi (entire building)
	•	Freshly painted and move-in ready
	•	Fridge and Stove
	•	Windows with great views


Our Building Offers You: 
	•	Controlled-access lobby + security cameras
	•	Concierge
	•	Gym


The Neighbourhood Offers You: 
	•	Close to public transit
	•	Close to schools
	•	Located in a friendly community
	•	Close to restaurants, shopping, community centres"
3BR,Longueuil,Renove 5 1/2  A/C Longueuil,,https://montreal.craigslist.ca/apa/d/renovec-longueuil/6324285628.html,"Cette rénovée de 5 1/2 à Longueuil est aménagée avec une cuisine moderne avec des comptoirs en quartz. Les nouvelles fenêtres et les portes extérieures vous feront rester cool pendant l'été avec la climatisation nouvellement installée et garder la chaleur en hiver. Une arrière-cour privée, un espace barbecue, un hangar et même une fontaine (pour cet appartement seulement) et le jacuzzi dans la salle de bain vous feront sentir confortable. Si vous cherchez une maison sûre, fonctionnelle, traquille, accédez à la maison. Rez-de-chaussée d'un triplex, chambres de taille moyenne, env. 1020 p.c. au total. Deux places de parking.
Pas de chiens SVP
Nos propriétés ne durent pas longtemps, alors contactez-nous aujourd'hui pour planifier une visite. Nous avons hâte de vous rencontrer. 
Pour plus d'info SVP contactez le 
 
. S'il n'y a pas de reponse SVP laissez un message."
1BR,CDN,CDN - TRES GRAND 3 1/2,,https://montreal.craigslist.ca/apa/d/cdn-tres-grand-3-1-2/6304764724.html,"À qui la chance très grand 3 1/2 demi-sous-sol à $775 Incluant chauffage, eau chaud, cuisinière, et frigo 
Très éclairé, nouvelles fenêtres, immeuble tranquille, grandes pieces, planchers bois franc, Très bien situé - à quelques minutes à pieds du centre d'achat Wilderton, près de tous les services (épicerie, pharmacie, restaurants, transports en commun, etc.), (UdeM), HEC; Polytechnique, Hôpital St 
 


Very large 3 1/2 semi-basement for $775 in CDN Includes heating, hot water, fridge and stove 
Hardwood floors, very large kitchen and rooms, very bright, new windows, laundry facility in the basement Very well situated - A few minutes walking distance from Wilderton shopping center, groceries, pharmacie, restaurants, major bus routes, (UdeM), HEC; Polytechnique, St Justin and the Jewish Hospital, Park Kent..."
0BR,Ville Saint-Laurent,"Spacious 2 1/2, Appliances, Laundry; Renovations in Progress",350,https://montreal.craigslist.ca/apa/d/spaciousappliances-laundry/6319656770.html,"Spacious 2 1/2 in Ville Saint-Laurent. Basement of cute triplex.  Renovation is now in progress; pictures do not show the final results!  Kitchen almost finished.

Open layout with big front window.

Fridge, stove, washer, dryer will be provided.


Direct bus to Cote-Vertu Metro (15 minutes), convenient to 117, 121, 171, 128 bus routes.
Very close to Montpellier Train Station and Highways 15, 40.

Very short walk to:
Parc Saint Laurent
Daycare
Schools
Depanneurs

Short walk to:
SAQ
Metro Groceries
CLSC
CEGEP Vanier College
CEGEP Saint Laurent

Heat and hydro is NOT included. New high-efficiency baseboard heaters."
1BR,,ALL INCLUSIVE - BEAUTIFUL URBAN LOFT in heart of Old Montreal,907,https://montreal.craigslist.ca/apa/d/all-inclusive-beautiful-urban/6324292535.html,"(français plus bas)

Availability: Nov. 2nd 2017 (3 month minimum)

ALL INCLUSIVE - BEAUTIFUL URBAN LOFT in heart of the Old Montreal 

1. Completed renovated - Large open space, total area of 84 square meters (907 square feet net) 
2. All inclusive: wireless high speed internet, cable, phone, electricity, heating, all fees, etc.
3. Bi-weekly cleaning service
4. Private terrace in the interior yard
5. One bedroom (King size bed)
6. 10 feet ceiling
7. Alarm System
8. Washer/Dryer in the unit
9. Brick wall, ceramic, hard wood floor, steel & modern style
10. Large windows
11. Prestigious building, secure entrance, intercom system and camera, two elevators
12. Superior soundproofing
13. Owner is renting
14. Magnificent common rooftop terrace with rest area, BBQ, heated pool and dining area with spectacular views of the river and downtown
15. In the heart of Old Montreal
16. Few minute walk from the Square-Victoria metro, downtown and bike paths.
17. Interior parking available

Very clean & excellent service directly from the owner.

Just bring your luggage.

Phone: 
 


NON SMOKING, NO PETS

--------------
TOUT INCLUS - MAGNIFIQUE LOFT URBAIN au coeur du Vieux-Montréal (907 pieds carrés + terrasse privé)

Disponibilité: 2 novembre 2017 (3 mois minimum)

TOUT INCLUS - MAGNIFIQUE LOFT URBAIN au coeur du Vieux-Montréal
1. Totalement rénové - Grand espace ouvert, superficie total de 84 mètres carrés au plan (907 pieds carrés net)
2. Tout inclus : internet haute-vitesse sans fil, câble, téléphone, électricité/chauffage, tous les frais, etc.
3. Service de nettoyage aux 2 semaines
4. Terrasse privée dans la cour intérieur
5. Une chambre (très grand lit)
6. Plafond de 10 pieds
7. Système d'alarme
8. Laveuse/sécheuse dans l'unité
9. Mur de brique, céramique, plancher de bois franc, poutre exposé & style moderne
10. Grande fenestration
11. Immeuble prestigieux, entrée sécurisée, système d'intercom et de caméra, deux ascenseurs
12. Insonorisation supérieure
13. Location directement du propriétaire
14. Magnifique terrasse commune sur le toit avec aire de repos, BBQ, piscine chauffée et coin repas avec vue spectaculaire sur le fleuve et le centre-ville
15. Au cœur du vieux-Montréal
16. À quelques minutes à pieds du métro Square-Victoria, du centre-ville et des pistes cyclables.
17. Stationnement intérieur disponible

Très propre et excellent service directement du propriétaire.

Il ne manque que vous!

Mobile: 
 


Non-fumeur. Pas d'animaux."
,"4241, Bellechasse Montreal, Quebec",Nice 3 1/2 in the new Rosemont available for rent unfurnished for $450,,https://montreal.craigslist.ca/apa/d/nicein-the-new-rosemont/6324275040.html,"4-plex well maintained in a residential area of New Rosemont

Nice 3 1/2 600 sq.ft available immediately priced at $450 in a quiet area of the new Rosemont. On entering you will find the good size living room. Farther away you will find the room large enough to accommodate a Queen bed. Then you will find the dining area adjacent to the kitchen. The unit has a bathroom with shower. For more information or for any inquiry please contact"
1BR,760 Galt,Verdun - 1 Bed - De L'Église and Verdun Metro,,https://montreal.craigslist.ca/apa/d/verdun-1-bed-de-lglise-and/6305792427.html,"Located in the Verdun neighbourhood, these four-storey buildings offer bachelor, one and two bedroom floor plans and are within walking distance to public transit, St. Lawrence River, parks, and the Verdun Auditorium & Denis-Savard Arena. 
Restaurants, cafes, and pubs can also be found conveniently nearby.

This apartment includes:
+ Kitchen appliances
+ Refrigerator and oven/stove
+ Engineered flooring
+ Fresh paint 
+ Modern tiled bathroom

Building includes:
+ Laundry facility 
+ On-site superintendent 

Heating and hot water are included in the rent. 

For more information, call our service center at 
 
.
Send an e-mail to montreal(at)akelius.ca

Visit akeliusmontreal.ca"
2BR,3468 Drummond,Downtown - 2 Bed 2 Bath - Concordia / McGill - Peel Metro,,https://montreal.craigslist.ca/apa/d/downtown-2-bed-2-bath/6305948446.html,"Located in the Golden Square Mile neighbourhood, the buildings of 3468 Drummond and 3495 De La Montagne offer a variety of floor plans and are within walking distance to public transit, Mount Royal Park, Museum of Fine Arts, Bell Centre, and McGill and Concordia universities. Conveniently nearby is the vibrant Crescent Street where restaurants, cafes, and pubs can be found.  

This First Class apartment includes:
+ New kitchen 
+ High end stainless steel appliances
+ Refrigerator, dishwasher, microwave, oven/stove
+ Hardwood flooring 
+ Balcony 
+ Tiled bathrooms 
+ Modern light fixtures

Rent includes heating and hot water.

For more information regarding this unit, call 
 
.
Send an e-mail to montreal(at)akelius.ca

Visit akeliusmontreal.ca"
1BR,Montreal,ALL INCLUSIVE - BEAUTIFUL URBAN PENTHOUSE in heart of Old Montreal,942,https://montreal.craigslist.ca/apa/d/all-inclusive-beautiful-urban/6324292688.html,"(français plus bas)

All inclusive monthly rent. Available from November 17th, 2017

1. Renovated unit. Large open space, total area of 82 square meters (884 square feet net) 
2. All inclusive: wireless high speed internet, cable, phone, electricity, heating, all fees, etc.
3. Bi-weekly cleaning service
4. Facing interior yard and lots of light
5. One bedroom (King size bed) with a small mezzanine that can make a 2nd bedroom for guests
6. 12 feet ceiling
7. Alarm System
8. High Capacity Washer/Dryer in the unit
9. Ceramic, granite, hard wood floor, steel & modern style
10. Large windows
11. Prestigious building, secure entrance, intercom system and camera, two elevators
12. Superior soundproofing
13. Owner is renting
14. Magnificent common rooftop terrace with rest area, BBQ, heated pool and dining area with spectacular views of the river and downtown
15. In the heart of Old Montreal, few steps from Griffintown, quiet street
16. Few minute walk from the Square-Victoria metro, downtown and bike paths.
17. Interior parking available

Very clean & excellent service directly from the owner.

Just bring your luggage.

Phone: 
 


NON SMOKING, NO PETS

--------------
TOUT INCLUS - MAGNIFIQUE PENTHOUSE URBAIN au Vieux-Montréal

Location toute-incluse au mois. Disponibilité: 17 novembre 2017

TOUT INCLUS - MAGNIFIQUE LOFT URBAIN au coeur du Vieux-Montréal
1. Grand espace ouvert, superficie total de 82 mètres carrés au plan (884 pieds carrés net)
2. Tout inclus : internet haute-vitesse sans fil, câble, téléphone, électricité/chauffage, tous les frais, etc.
3. Service de nettoyage aux 2 semaines
4. Donne sur le cour intérieur, très ensoleillé
5. Une chambre (très grand lit) avec petite mezzanine qui peut faire une 2e chambre pour des invités
6. Plafond de 12 pieds
7. Système d'alarme
8. Laveuse/sécheuse haute-capacité dans l'unité
9. Céramique, granit, plancher de bois franc, poutre exposé & style moderne
10. Grande fenestration
11. Immeuble prestigieux, entrée sécurisée, système d'intercom et de caméra, deux ascenseurs
12. Insonorisation supérieure
13. Location directement du propriétaire
14. Magnifique terrasse commune sur le toit avec aire de repos, BBQ, piscine chauffée et coin repas avec vue spectaculaire sur le fleuve et le centre-ville
15. Au cœur du vieux-Montréal, à quelques minutes de Griffintown, rue très tranquille
16. À quelques minutes à pieds du métro Square-Victoria, du centre-ville et des pistes cyclables.
17. Stationnement intérieur disponible

Très propre et excellent service directement du propriétaire.

Il ne manque que vous!

Mobile: 
 


Non-fumeur. Pas d'animaux."
